Index,Make,Model,City Mpg For Fuel Type1,Co2 Fuel Type1,Cylinders,Drive,Annual Fuel Cost For Fuel Type1,Fuel Type,Transmission,Vehicle Size Class,Year,ATV Type,Electric motor,baseModel,Price,cluster_label
4410,Subaru,Legacy 4WD Turbo,16,-1,4,4-Wheel or All-Wheel Drive,4000,Premium,Automatic 4-spd,Compact Cars,1991,Petrol,Not Electric,Legacy/Outback,"$3,432 - $5,360",1
4411,Volvo,Coupe,17,-1,4,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Compact Cars,1991,Petrol,Not Electric,Coupe,"$1,416",1
4412,Oldsmobile,Trofeo/Toronado,16,-1,6,Front-Wheel Drive,3050,Regular,Automatic 4-spd,Midsize Cars,1991,Petrol,Not Electric,Trofeo/Toronado,"$4,900",1
4413,Mercury,Grand Marquis Wagon,15,-1,8,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Midsize-Large Station Wagons,1991,Petrol,Not Electric,Grand Marquis,$1899,1
4414,Volvo,940 GLE 16-Valve,16,-1,4,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Midsize Cars,1991,Petrol,Not Electric,940,"$27,885",1
4415,Volvo,940 SE,17,-1,4,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Midsize Cars,1991,Petrol,Not Electric,940,"$14,998",1
4416,Buick,Reatta,16,-1,6,Front-Wheel Drive,3050,Regular,Automatic 4-spd,Two Seaters,1991,Petrol,Not Electric,Reatta,"$2,675",1
4417,Maserati,430,13,-1,6,Rear-Wheel Drive,5100,Premium,Automatic 4-spd,Subcompact Cars,1991,Petrol,Not Electric,430,"$41,525",1
4418,Mercedes-Benz,350SD Turbo,19,-1,6,Rear-Wheel Drive,3300,Diesel,Automatic 4-spd,Compact Cars,1991,Diesel,Not Electric,350,"$5,995",1
4419,Mercedes-Benz,260E,15,-1,6,Rear-Wheel Drive,3650,Regular,Automatic 4-spd,Midsize Cars,1991,Petrol,Not Electric,260,"$8,427",1
4420,BMW,325is,15,-1,6,Rear-Wheel Drive,4800,Premium,Automatic 4-spd,Compact Cars,1991,Petrol,Not Electric,3 Series,"$59,859",1
4421,BMW,325ic,15,-1,6,Rear-Wheel Drive,4800,Premium,Automatic 4-spd,Compact Cars,1991,Petrol,Not Electric,3 Series,"$59,859",1
4422,Evans Automobiles,Series 1,17,-1,8,Rear-Wheel Drive,3050,Regular,Manual 5-spd,Two Seaters,1991,Petrol,Not Electric,Series 1,$2850,1
4423,Import Trade Services,ITS 200TE,15,-1,4,Rear-Wheel Drive,4500,Premium,Automatic 4-spd,Midsize-Large Station Wagons,1991,Petrol,Not Electric,ITS 200TE,$3800,1
4424,Import Trade Services,ITS 230CE,15,-1,4,Rear-Wheel Drive,4500,Premium,Automatic 4-spd,Subcompact Cars,1991,Petrol,Not Electric,ITS 230CE,$3950,1
4425,Volvo,740 16-Valve,16,-1,4,Rear-Wheel Drive,3050,Regular,Manual 4-spd,Midsize Cars,1990,Petrol,Not Electric,740/760,"$1,897",3
4426,Buick,Electra/Park Avenue,16,-1,6,Front-Wheel Drive,3050,Regular,Automatic 4-spd,Large Cars,1990,Petrol,Not Electric,Electra/Park Avenue,"$2,100",1
4427,Plymouth,Horizon,22,-1,4,Front-Wheel Drive,2350,Regular,Manual 5-spd,Subcompact Cars,1990,Petrol,Not Electric,Horizon,"$1,913",1
4428,Volvo,740 16-Valve Wagon,16,-1,4,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Midsize-Large Station Wagons,1990,Petrol,Not Electric,740/760,"$1,450",1
4429,Audi,200 quattro,15,-1,5,4-Wheel or All-Wheel Drive,3250,Regular,Manual 5-spd,Midsize Cars,1990,Petrol,Not Electric,200,"$1,000",1
4430,Mitsubishi,Van,18,-1,4,Rear-Wheel Drive,3050,Regular,Automatic 4-spd,Vans,1990,Petrol,Not Electric,Van,"$11,229",1
4431,Nissan,Van (passenger),16,-1,4,Rear-Wheel Drive,3250,Regular,Manual 5-spd,Vans,1990,Petrol,Not Electric,Van,"$1,360",3
4432,Dodge,Caravan/Grand Caravan/Ram Van 2WD,19,-1,4,Front-Wheel Drive,2650,Regular,Manual 5-spd,Special Purpose Vehicle 2WD,1990,Petrol,Not Electric,Caravan/Grand Caravan/Ram Van,"$1,642",3
4433,Mitsubishi,Sigma,16,-1,6,Front-Wheel Drive,3250,Regular,Automatic 4-spd,Compact Cars,1990,Petrol,Not Electric,Sigma,"$1,169",1
4434,Ford,Bronco II 2WD,16,-1,6,Rear-Wheel Drive,3250,Regular,Manual 5-spd,Special Purpose Vehicle 2WD,1990,Petrol,Not Electric,Bronco II,"$199,925",3
4435,Rolls-Royce,Eight/Mulsan,9,-1,8,Rear-Wheel Drive,7150,Premium,Automatic 3-spd,Midsize Cars,1990,Petrol,Not Electric,Eight/Mulsan/Mulsanne,"$712,185",1
4436,Nissan,Pulsar NX,23,-1,4,Front-Wheel Drive,2250,Regular,Manual 5-spd,Subcompact Cars,1990,Petrol,Not Electric,Pulsar NX,"$1,494 - $5,486",1
4437,Saleen,SSC,13,-1,8,Rear-Wheel Drive,3650,Regular,Manual 5-spd,Subcompact Cars,1990,Petrol,Not Electric,SSC,"$36,500",1
4438,Yugo,GV Plus/GV/Cabrio,23,-1,4,Front-Wheel Drive,2350,Regular,Manual 5-spd,Subcompact Cars,1990,Petrol,Not Electric,GV Plus/GV/Cabrio,"$9,500",1
4439,Dodge,Omni,22,-1,4,Front-Wheel Drive,2350,Regular,Manual 5-spd,Subcompact Cars,1990,Petrol,Not Electric,Omni,"$3,020,",1
4440,GMC,S15 Pickup 2WD,16,-1,6,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Small Pickup Trucks,1990,Petrol,Not Electric,S15 Pickup,"$1,400",3
4441,Dodge,Colt Wagon,23,-1,4,Front-Wheel Drive,2350,Regular,Automatic 3-spd,Small Station Wagons,1990,Petrol,Not Electric,Colt,"$9,316",1
4442,Ford,Bronco II 4WD,15,-1,6,4-Wheel or All-Wheel Drive,3650,Regular,Automatic 4-spd,Special Purpose Vehicles,1990,Petrol,Not Electric,Bronco II,"$13,900",1
4443,Nissan,Hardbody 4WD,14,-1,6,4-Wheel or All-Wheel Drive,3650,Regular,Automatic 4-spd,Standard Pickup Trucks,1990,Petrol,Not Electric,Hardbody,"$2,700",1
4444,Maserati,Karif,13,-1,6,Rear-Wheel Drive,5100,Premium,Automatic 4-spd,Two Seaters,1990,Petrol,Not Electric,Karif,"$192,895",1
4445,Maserati,228,13,-1,6,Rear-Wheel Drive,5100,Premium,Automatic 4-spd,Midsize Cars,1990,Petrol,Not Electric,228,"$9,999",1
4446,Lamborghini,Countach,6,-1,12,Rear-Wheel Drive,10250,Premium,Manual 5-spd,Two Seaters,1990,Petrol,Not Electric,Countach,"$391,717",1
4447,GMC,S15 Pickup 4WD,15,-1,6,4-Wheel or All-Wheel Drive,3650,Regular,Manual 5-spd,Standard Pickup Trucks,1990,Petrol,Not Electric,S15 Pickup,"$8,057",3
4448,Mitsubishi,Wagon,16,-1,4,Rear-Wheel Drive,3400,Regular,Automatic 4-spd,Vans,1990,Petrol,Not Electric,Wagon,"$214,973",1
4449,Dodge,Colt Wagon 4WD,21,-1,4,4-Wheel or All-Wheel Drive,2550,Regular,Manual 5-spd,Special Purpose Vehicles,1990,Petrol,Not Electric,Colt,"$11,145",1
4450,Dodge,Raider 4WD,15,-1,6,4-Wheel or All-Wheel Drive,3650,Regular,Automatic 4-spd,Special Purpose Vehicles,1990,Petrol,Not Electric,Raider,"$5,950",1
4451,Maserati,222E,14,-1,6,Rear-Wheel Drive,4800,Premium,Manual 5-spd,Minicompact Cars,1990,Petrol,Not Electric,222E,"$16,060",1
4452,Pontiac,Turbo Firefly,31,-1,3,Front-Wheel Drive,1700,Regular,Manual 5-spd,Subcompact Cars,1990,Petrol,Not Electric,Firefly,"$27,500",1
4453,Peugeot,405 Station Wagon,18,-1,4,Front-Wheel Drive,3050,Regular,Automatic 4-spd,Midsize-Large Station Wagons,1990,Petrol,Not Electric,405,"$3,300",1
4454,Nissan,Sentra Wagon,23,-1,4,Front-Wheel Drive,2350,Regular,Automatic 3-spd,Small Station Wagons,1990,Petrol,Not Electric,Sentra,"$4,072",1
4455,Volkswagen,Fox Wagon,22,-1,4,Front-Wheel Drive,2400,Regular,Manual 4-spd,Small Station Wagons,1990,Petrol,Not Electric,Fox,"$1,000 - $1,400",3
4456,Subaru,Loyale 4WD Turbo,18,-1,4,4-Wheel or All-Wheel Drive,2900,Regular,Automatic 4-spd,Compact Cars,1990,Petrol,Not Electric,Loyale,"$3,969",1
4457,Chrysler,TC By Convertible,15,-1,6,Front-Wheel Drive,4000,Premium,Automatic 4-spd,Two Seaters,1990,Petrol,Not Electric,TC,"$35,000,",1
4458,Volvo,780,16,-1,4,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Compact Cars,1990,Petrol,Not Electric,780,"$21,850",1
4459,Audi,200 quattro Wagon,15,-1,5,4-Wheel or All-Wheel Drive,3250,Regular,Manual 5-spd,Midsize-Large Station Wagons,1990,Petrol,Not Electric,200,"$1,000",3
4460,Nissan,Hardbody 2WD,20,-1,4,Rear-Wheel Drive,2650,Regular,Manual 5-spd,Small Pickup Trucks,1990,Petrol,Not Electric,Hardbody,"$2,700",3
4461,Volvo,760,16,-1,4,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Midsize Cars,1990,Petrol,Not Electric,740/760,"$33,185",1
4462,Buick,Estate Wagon,15,-1,8,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Midsize-Large Station Wagons,1990,Petrol,Not Electric,Estate Wagon,"$1,115",1
4463,Suzuki,Samurai Hardtop,24,-1,4,4-Wheel or All-Wheel Drive,2350,Regular,Manual 5-spd,Special Purpose Vehicles,1990,Petrol,Not Electric,Samurai,"$1,495",1
4464,Subaru,Loyale Wagon 4WD Turbo,18,-1,4,4-Wheel or All-Wheel Drive,2900,Regular,Automatic 4-spd,Small Station Wagons,1990,Petrol,Not Electric,Loyale,"$3,969",1
4465,Mercedes-Benz,420SE,12,-1,8,Rear-Wheel Drive,5500,Premium,Automatic 4-spd,Midsize Cars,1990,Petrol,Not Electric,420,"$4,232",1
4466,Chrysler,LeBaron Landau,17,-1,6,Front-Wheel Drive,3050,Regular,Automatic 4-spd,Midsize Cars,1990,Petrol,Not Electric,LeBaron,"$9,500",1
4467,Chevrolet,Turbo Sprint,31,-1,3,Front-Wheel Drive,1700,Regular,Manual 5-spd,Subcompact Cars,1990,Petrol,Not Electric,Sprint,"$27,500",1
4468,Chevrolet,Celebrity Wagon,17,-1,6,Front-Wheel Drive,2900,Regular,Automatic 4-spd,Midsize-Large Station Wagons,1990,Petrol,Not Electric,Celebrity,"$1,299",3
4469,Pontiac,Grand Prix Ste Turbo,15,-1,6,Front-Wheel Drive,4000,Premium,Automatic 4-spd,Midsize Cars,1990,Petrol,Not Electric,Grand Prix,"$5,252",1
4470,GMC,S15 Jimmy 2WD,16,-1,6,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Special Purpose Vehicle 2WD,1990,Petrol,Not Electric,Jimmy,"$1,067",1
4471,Ford,Taurus Wagon V6 A/C,17,-1,6,Front-Wheel Drive,3050,Regular,Automatic 4-spd,Midsize-Large Station Wagons,1990,Petrol,Not Electric,Taurus,"$1,200",3
4472,Mitsubishi,Mirage Wagon,23,-1,4,Front-Wheel Drive,2350,Regular,Automatic 3-spd,Small Station Wagons,1990,Petrol,Not Electric,Mirage,"$4,070,",1
4473,Mercury,Sable Wagon V6 A/C,17,-1,6,Front-Wheel Drive,3050,Regular,Automatic 4-spd,Midsize-Large Station Wagons,1990,Petrol,Not Electric,Sable,"$3,300",1
4474,Volvo,760 Wagon,16,-1,4,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Midsize-Large Station Wagons,1990,Petrol,Not Electric,740/760,"$33,185",1
4475,Pontiac,Grand Prix Turbo,15,-1,6,Front-Wheel Drive,4000,Premium,Automatic 4-spd,Midsize Cars,1990,Petrol,Not Electric,Grand Prix,"$41,852",1
4476,Ferrari,F 40,11,-1,8,Rear-Wheel Drive,5500,Premium,Manual 5-spd,Two Seaters,1990,Petrol,Not Electric,F 40,"$1,300,000",1
4477,Nissan,Sentra Coupe,24,-1,4,Front-Wheel Drive,2150,Regular,Manual 5-spd,Subcompact Cars,1990,Petrol,Not Electric,Sentra,"$7,559",1
4478,Laforza Automobile Inc,Laforza,10,-1,8,4-Wheel or All-Wheel Drive,5300,Regular,Automatic 4-spd,Special Purpose Vehicles,1990,Petrol,Not Electric,Laforza,"$43,900",1
4479,GMC,S15 Jimmy 4WD,15,-1,6,4-Wheel or All-Wheel Drive,3650,Regular,Manual 5-spd,Special Purpose Vehicles,1990,Petrol,Not Electric,Jimmy,"$2,915 - $4,731",1
4480,Mitsubishi,Starion,16,-1,4,Rear-Wheel Drive,4000,Premium,Manual 5-spd,Subcompact Cars,1989,Petrol,Not Electric,Starion,"$213,617",1
4481,Geo,Spectrum,31,-1,4,Front-Wheel Drive,1750,Regular,Manual 5-spd,Subcompact Cars,1989,Petrol,Not Electric,Spectrum,"$8,546",1
4482,Isuzu,I-Mark,31,-1,4,Front-Wheel Drive,1750,Regular,Manual 5-spd,Subcompact Cars,1989,Petrol,Not Electric,I-Mark,"$10,781",1
4483,Plymouth,Sundance Convertible,17,-1,4,Front-Wheel Drive,3750,Premium,Automatic 3-spd,Subcompact Cars,1989,Petrol,Not Electric,Sundance,$8202,1
4484,Suzuki,Swift GTI,25,-1,4,Front-Wheel Drive,2100,Regular,Manual 5-spd,Subcompact Cars,1989,Petrol,Not Electric,Swift,"$7,695",1
4485,Chrysler,LeBaron GTS,21,-1,4,Front-Wheel Drive,2350,Regular,Manual 5-spd,Midsize Cars,1989,Petrol,Not Electric,LeBaron,"$25,100",1
4486,Chevrolet,Celebrity,21,-1,4,Front-Wheel Drive,2550,Regular,Automatic 3-spd,Midsize Cars,1989,Petrol,Not Electric,Celebrity,"$1,600",1
4487,Eagle,Medallion Wagon,21,-1,4,Front-Wheel Drive,2400,Regular,Manual 5-spd,Midsize-Large Station Wagons,1989,Petrol,Not Electric,Medallion,"$12,898",3
4488,Nissan,Truck Cab Chassis 2WD,11,-1,6,Rear-Wheel Drive,5300,Regular,Automatic 4-spd,Special Purpose Vehicle 2WD,1989,Petrol,Not Electric,Truck,"$5,200",1
4489,Peugeot,505 Sedan,16,-1,4,Rear-Wheel Drive,4000,Premium,Automatic 4-spd,Compact Cars,1989,Petrol,Not Electric,505,"$25,895",1
4490,Volvo,240 DL/240 GL Wagon,16,-1,4,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Midsize-Large Station Wagons,1989,Petrol,Not Electric,240,"$2,000",1
4491,Plymouth,Caravelle,17,-1,4,Front-Wheel Drive,3750,Premium,Automatic 3-spd,Midsize Cars,1989,Petrol,Not Electric,Caravelle,"$18,995",1
4492,Pontiac,Safari Wagon,15,-1,8,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Midsize-Large Station Wagons,1989,Petrol,Not Electric,Safari,"$60,000",1
4493,Subaru,Sedan/3 Door 4WD,21,-1,4,4-Wheel or All-Wheel Drive,2550,Regular,Manual 5-spd,Special Purpose Vehicles,1989,Petrol,Not Electric,Sedan,"$4,900",1
4494,Jeep,Cherokee/Wagoneer 4WD,15,-1,6,4-Wheel or All-Wheel Drive,3400,Regular,Manual 5-spd,Special Purpose Vehicles,1989,Petrol,Not Electric,Cherokee/Wagoneer,"$16,500",1
4495,Ferrari,328 GTS/GTB,11,-1,8,Rear-Wheel Drive,4150,Regular,Manual 5-spd,Two Seaters,1989,Petrol,Not Electric,328 GTS/GTB,"$1,364",1
4496,Chevrolet,Corvette Convertible,15,-1,8,Rear-Wheel Drive,4000,Premium,Manual 6-spd,Two Seaters,1989,Petrol,Not Electric,Corvette,"$5,000",1
4497,Dodge,Aries,21,-1,4,Front-Wheel Drive,2550,Regular,Automatic 3-spd,Midsize Cars,1989,Petrol,Not Electric,Aries,"$7,595",1
4498,Bertone,X1/9,20,-1,4,Rear-Wheel Drive,2650,Regular,Manual 5-spd,Two Seaters,1989,Petrol,Not Electric,X1/9,"$3,917",1
4499,Aston Martin,Lagonda,8,-1,8,Rear-Wheel Drive,6450,Regular,Automatic 3-spd,Subcompact Cars,1989,Petrol,Not Electric,Lagonda,"$155,900",1
4500,Subaru,XT-DL,21,-1,4,Front-Wheel Drive,2550,Regular,Manual 5-spd,Two Seaters,1989,Petrol,Not Electric,XT,"$10,755",1
4501,Mazda,B2200/B2600,18,-1,4,Rear-Wheel Drive,2900,Regular,Automatic 4-spd,Small Pickup Trucks,1989,Petrol,Not Electric,B Pickup,"$1,384",3
4502,Subaru,Wagon 4WD Turbo,18,-1,4,4-Wheel or All-Wheel Drive,2900,Regular,Automatic 4-spd,Small Station Wagons,1989,Petrol,Not Electric,Wagon,"$17,891",1
4503,Plymouth,Reliant,21,-1,4,Front-Wheel Drive,2400,Regular,Automatic 3-spd,Midsize Cars,1989,Petrol,Not Electric,Reliant,"$7,595",1
4504,Dodge,CSX,18,-1,4,Front-Wheel Drive,2900,Regular,Manual 5-spd,Compact Cars,1989,Petrol,Not Electric,CSX,"$5,100",1
4505,Dodge,Power Ram50 4WD,16,-1,4,4-Wheel or All-Wheel Drive,3400,Regular,Manual 5-spd,Standard Pickup Trucks,1989,Petrol,Not Electric,Power Ram 50 Pickup,"$8,348",3
4506,Alfa Romeo,Milano,16,-1,6,Rear-Wheel Drive,3250,Regular,Manual 5-spd,Subcompact Cars,1989,Petrol,Not Electric,Milano,"$13,000",1
4507,Geo,Tracker Hardtop 4WD,24,-1,4,4-Wheel or All-Wheel Drive,2350,Regular,Manual 5-spd,Special Purpose Vehicles,1989,Petrol,Not Electric,Tracker,"$10,495",1
4508,BMW,635csi,14,-1,6,Rear-Wheel Drive,3900,Regular,Automatic 4-spd,Subcompact Cars,1989,Petrol,Not Electric,6 Series,"$26,995",1
4509,Porsche,944 Turbo,17,-1,4,Rear-Wheel Drive,3600,Premium,Manual 5-spd,Minicompact Cars,1989,Petrol,Not Electric,944,"$9,851",1
4510,Dodge,Diplomat,15,-1,8,Rear-Wheel Drive,4200,Premium,Automatic 3-spd,Midsize Cars,1989,Petrol,Not Electric,Diplomat,"$13,495",1
4511,Rolls-Royce,Silver Spirit/Silver Spur,9,-1,8,Rear-Wheel Drive,5800,Regular,Automatic 3-spd,Midsize Cars,1989,Petrol,Not Electric,Silver Spirit/Silver Spur,"$316,577",1
4512,Dodge,Raider,14,-1,6,4-Wheel or All-Wheel Drive,3900,Regular,Manual 5-spd,Special Purpose Vehicles,1989,Petrol,Not Electric,Raider,"$12,830",1
4513,Subaru,Sedan/3 Door,22,-1,4,Front-Wheel Drive,2350,Regular,Manual 5-spd,Compact Cars,1989,Petrol,Not Electric,Sedan,"$11,971",1
4514,Merkur,XR4Ti,17,-1,4,Rear-Wheel Drive,3050,Regular,Manual 5-spd,Compact Cars,1989,Petrol,Not Electric,XR4Ti,"$2,240",1
4515,Subaru,Hatchback,23,-1,4,Front-Wheel Drive,2350,Regular,Manual 5-spd,Subcompact Cars,1989,Petrol,Not Electric,Hatchback,"$9,981",1
4516,Merkur,Scorpio,15,-1,6,Rear-Wheel Drive,3400,Regular,Automatic 4-spd,Midsize Cars,1989,Petrol,Not Electric,Scorpio,"$188,000",1
4517,Porsche,944,16,-1,4,Rear-Wheel Drive,4000,Premium,Automatic 3-spd,Minicompact Cars,1989,Petrol,Not Electric,944,"$9,851",1
4518,Suzuki,Sidekick Convertible 4WD,24,-1,4,4-Wheel or All-Wheel Drive,2350,Regular,Manual 5-spd,Special Purpose Vehicles,1989,Petrol,Not Electric,Sidekick,"$8,995",1
4519,Toyota,Van 4WD (cargo),18,-1,4,4-Wheel or All-Wheel Drive,3250,Regular,Automatic 4-spd,Vans,1989,Petrol,Not Electric,Van,"$14,328",3
4520,Chrysler,TC By,16,-1,4,Front-Wheel Drive,3750,Premium,Manual 5-spd,Two Seaters,1989,Petrol,Not Electric,TC,"$116,093",1
4521,Volvo,240 DL/240 GL,17,-1,4,Rear-Wheel Drive,3050,Regular,Automatic 4-spd,Compact Cars,1989,Petrol,Not Electric,240,"$2,000",1
4522,Chrysler,Newport/Fifth Avenue,15,-1,8,Rear-Wheel Drive,4200,Premium,Automatic 3-spd,Midsize Cars,1989,Petrol,Not Electric,Newport/Fifth Avenue,"$18,345",1
4523,Eagle,Medallion Sedan,18,-1,4,Front-Wheel Drive,2750,Regular,Automatic 3-spd,Midsize Cars,1989,Petrol,Not Electric,Medallion,"$11,654",1
4524,Buick,Skyhawk Wagon,23,-1,4,Front-Wheel Drive,2250,Regular,Manual 5-spd,Small Station Wagons,1989,Petrol,Not Electric,Skyhawk,"$10,820",1
4525,Yugo,GV/GVX,24,-1,4,Front-Wheel Drive,2250,Regular,Manual 4-spd,Subcompact Cars,1989,Petrol,Not Electric,GV/GVX,"$3,990",3
4526,Chrysler,Conquest,16,-1,4,Rear-Wheel Drive,4000,Premium,Automatic 4-spd,Subcompact Cars,1989,Petrol,Not Electric,Conquest,"$150,211",1
4527,Pontiac,Sunburst,31,-1,4,Front-Wheel Drive,1750,Regular,Manual 5-spd,Subcompact Cars,1989,Petrol,Not Electric,Sunburst,"$12,849",1
4528,Subaru,Sedan/3Door 4WD Turbo,19,-1,4,4-Wheel or All-Wheel Drive,2750,Regular,Manual 5-spd,Compact Cars,1989,Petrol,Not Electric,Sedan,"$7,960",1
4529,Mercedes-Benz,190D 2.5,24,-1,5,Rear-Wheel Drive,2550,Diesel,Automatic 4-spd,Subcompact Cars,1989,Diesel,Not Electric,190,"$7,100",1
4530,Toyota,Van 4WD (passenger),18,-1,4,4-Wheel or All-Wheel Drive,3050,Regular,Manual 5-spd,Vans,1989,Petrol,Not Electric,Van,"$13,608",3
4531,Mazda,323 Wagon,21,-1,4,Front-Wheel Drive,2550,Regular,Automatic 3-spd,Small Station Wagons,1989,Petrol,Not Electric,323,"$6,708",1
4532,Dodge,600,20,-1,4,Front-Wheel Drive,2650,Regular,Automatic 3-spd,Midsize Cars,1989,Petrol,Not Electric,600,"$6,700",1
4533,Subaru,Hatchback 4WD,22,-1,4,4-Wheel or All-Wheel Drive,2400,Regular,Manual 4-spd,Special Purpose Vehicles,1989,Petrol,Not Electric,Hatchback,"$8,846",3
4534,Toyota,Van 2WD (cargo),19,-1,4,Rear-Wheel Drive,2900,Regular,Automatic 4-spd,Vans,1989,Petrol,Not Electric,Van,"$11,428",1
4535,Daihatsu,Charade E,32,-1,4,Front-Wheel Drive,1700,Regular,Manual 5-spd,Subcompact Cars,1989,Petrol,Not Electric,Charade,"$7,416",1
4536,Ford,Courier,18,-1,4,Rear-Wheel Drive,2900,Regular,Manual 5-spd,Small Pickup Trucks,1989,Petrol,Not Electric,Courier,"$2,640",3
4537,Suzuki,Samurai Convertible,24,-1,4,4-Wheel or All-Wheel Drive,2350,Regular,Manual 5-spd,Special Purpose Vehicles,1989,Petrol,Not Electric,Samurai,"$12,995",1
4538,Rolls-Royce,Corniche II,9,-1,8,Rear-Wheel Drive,5800,Regular,Automatic 3-spd,Subcompact Cars,1989,Petrol,Not Electric,Corniche/Continental,"$63,403",1
4539,Toyota,Van 2WD (passenger),19,-1,4,Rear-Wheel Drive,2900,Regular,Manual 5-spd,Vans,1989,Petrol,Not Electric,Van,"$17,268",3
4540,Aston Martin,Saloon/Vantage/Volante,8,-1,8,Rear-Wheel Drive,6450,Regular,Manual 5-spd,Subcompact Cars,1989,Petrol,Not Electric,Saloon/Vantage/Volante,"$377,908",1
4541,Evans Automobiles,Series I,17,-1,8,Rear-Wheel Drive,3050,Regular,Manual 5-spd,Two Seaters,1989,Petrol,Not Electric,Series 1,$2850,1
4542,Plymouth,Gran Fury,11,-1,8,Rear-Wheel Drive,6000,Premium,Automatic 3-spd,Midsize Cars,1989,Petrol,Not Electric,Gran Fury,"$9,495",1
4543,Audi,80/90 quattro,16,-1,5,4-Wheel or All-Wheel Drive,3250,Regular,Manual 5-spd,Subcompact Cars,1989,Petrol,Not Electric,80/90,"$322,739",1
4544,Ferrari,3.2 Mondial/Cabriolet,11,-1,8,Rear-Wheel Drive,4150,Regular,Manual 5-spd,Minicompact Cars,1989,Petrol,Not Electric,3.2 Mondial/Cabriolet,"$36,900",1
4545,Nissan,Sentra Wagon 4WD,20,-1,4,4-Wheel or All-Wheel Drive,2750,Regular,Automatic 3-spd,Small Station Wagons,1989,Petrol,Not Electric,Sentra,"$3,526",1
4546,Ford,LTD Crown Victoria/Country Squire Wagon,15,-1,8,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Midsize-Large Station Wagons,1989,Petrol,Not Electric,LTD Crown Victoria/Country Squire Wagon,"$8,000",1
4547,Mitsubishi,Space Wagon 4WD,17,-1,4,4-Wheel or All-Wheel Drive,3050,Regular,Manual 5-spd,Special Purpose Vehicles,1989,Petrol,Not Electric,Space Wagon,"$17,000",1
4548,Buick,Skyhawk,22,-1,4,Front-Wheel Drive,2350,Regular,Automatic 3-spd,Compact Cars,1989,Petrol,Not Electric,Skyhawk,"$10,820",1
4549,Maserati,225,14,-1,6,Rear-Wheel Drive,4800,Premium,Manual 5-spd,Minicompact Cars,1989,Petrol,Not Electric,225,"$219,082",1
4550,CX Automotive,Cxestate,15,-1,4,Front-Wheel Drive,4500,Premium,Automatic 3-spd,Midsize-Large Station Wagons,1989,Petrol,Not Electric,Cxestate,"$4,600",3
4551,Pontiac,20th Anniversary Trans Am,15,-1,6,Rear-Wheel Drive,3400,Regular,Automatic 4-spd,Subcompact Cars,1989,Petrol,Not Electric,Firebird/Trans Am/Formula,"$18,900",1
4552,Jeep,Wagoneer Limited 4WD,14,-1,6,4-Wheel or All-Wheel Drive,3650,Regular,Automatic 4-spd,Special Purpose Vehicles,1989,Petrol,Not Electric,Wagoneer,"$5,000",1
4553,Suzuki,Swift GA,33,-1,4,Front-Wheel Drive,1600,Regular,Manual 5-spd,Subcompact Cars,1989,Petrol,Not Electric,Swift,"$2,640",1
4554,Mazda,MPV 4WD,14,-1,6,4-Wheel or All-Wheel Drive,3650,Regular,Automatic 4-spd,Special Purpose Vehicles,1989,Petrol,Not Electric,MPV,"$18,379",1
4555,Buick,LeSabre/Electra Wagon,15,-1,8,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Midsize-Large Station Wagons,1989,Petrol,Not Electric,LeSabre/Electra Wagon,"$16,770",1
4556,Environmental Rsch and Devp Corp,ERD 1,15,-1,6,Rear-Wheel Drive,4500,Premium,Automatic 4-spd,Two Seaters,1989,Petrol,Not Electric,ERD 1,"$4,600",1
4557,Subaru,Wagon 4WD,20,-1,4,4-Wheel or All-Wheel Drive,2900,Regular,Automatic 3-spd,Special Purpose Vehicles,1989,Petrol,Not Electric,Wagon,"$11,971",3
4558,GMC,K25 Pickup 4WD,12,-1,8,4-Wheel or All-Wheel Drive,4150,Regular,Automatic 4-spd,Standard Pickup Trucks,1988,Petrol,Not Electric,Pickup,"$9,900",1
4559,Chevrolet,V10 Blazer 4WD,15,-1,8,4-Wheel or All-Wheel Drive,4100,Diesel,Automatic 4-spd,Special Purpose Vehicles,1988,Diesel,Not Electric,Blazer,"$10,995",3
4560,Chevrolet,K20 Pickup 4WD,12,-1,8,4-Wheel or All-Wheel Drive,4150,Regular,Automatic 4-spd,Standard Pickup Trucks,1988,Petrol,Not Electric,K20 Pickup,"$23,995",1
4561,Chevrolet,C20 Pickup 2WD,15,-1,6,Rear-Wheel Drive,3400,Regular,Automatic 4-spd,Standard Pickup Trucks,1988,Petrol,Not Electric,C20 Pickup,"$39,600",1
